Id,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
3361,ADULT,9,23,45 to 54 years,Merced,October,2013,phone,TRUE,2013,TRUE,
3362,SENIOR,8,0,65 to 74 years,Ingleside,March,2016,email,TRUE,2015,FALSE,7
3363,SENIOR,0,0,65 to 74 years,Ortega,None,None,phone,FALSE,2015,FALSE,6
3364,ADULT,293,3,20 to 24 years,Richmond,October,2010,email,TRUE,2003,FALSE,1
3365,ADULT,7,0,25 to 34 years,Main Library,September,2013,email,TRUE,2013,FALSE,2
3366,ADULT,48,26,35 to 44 years,Main Library,October,2015,phone,FALSE,2008,FALSE,6
3367,ADULT,29,0,20 to 24 years,Chinatown,July,2016,email,TRUE,2014,FALSE,3
3368,ADULT,262,79,35 to 44 years,Eureka Valley/Harvey Milk Memorial,March,2014,email,TRUE,2008,TRUE,
3369,ADULT,30,40,35 to 44 years,Ocean View,May,2015,email,TRUE,2012,FALSE,11
3370,ADULT,17,22,55 to 59 years,Chinatown,June,2016,phone,FALSE,2007,FALSE,3
3371,ADULT,0,0,60 to 64 years,Merced,September,2015,email,TRUE,2013,TRUE,
3372,SENIOR,597,1630,65 to 74 years,Main Library,November,2015,phone,FALSE,2003,FALSE,5
3373,ADULT,199,34,35 to 44 years,Glen Park,July,2016,email,TRUE,2003,FALSE,7
3374,ADULT,7,1,60 to 64 years,Main Library,May,2014,email,TRUE,2011,TRUE,
3375,ADULT,27,3,60 to 64 years,West Portal,April,2010,email,TRUE,2004,TRUE,
3376,ADULT,2,0,25 to 34 years,Main Library,September,2012,email,TRUE,2012,TRUE,
3377,ADULT,2,0,25 to 34 years,Main Library,September,2012,email,TRUE,2012,TRUE,
3378,ADULT,2,0,25 to 34 years,Main Library,September,2012,email,TRUE,2012,TRUE,
3379,ADULT,249,163,25 to 34 years,Portola,December,2015,phone,TRUE,2012,FALSE,9
3380,ADULT,617,705,25 to 34 years,Merced,January,2016,email,TRUE,2003,FALSE,7
3381,ADULT,12,51,25 to 34 years,Parkside,July,2016,email,TRUE,2015,TRUE,
3382,ADULT,410,257,45 to 54 years,Main Library,October,2014,email,TRUE,2003,FALSE,3
3383,ADULT,1,1,55 to 59 years,Sunset,January,2009,email,TRUE,2008,FALSE,7
3384,SENIOR,3327,122,65 to 74 years,Park,May,2015,print,FALSE,2007,FALSE,4
3385,ADULT,64,25,45 to 54 years,Main Library,November,2015,phone,FALSE,2003,FALSE,10
3386,ADULT,20,49,35 to 44 years,Main Library,August,2015,email,TRUE,2011,FALSE,2
3387,ADULT,95,29,25 to 34 years,Mission,August,2013,email,TRUE,2007,TRUE,
3388,ADULT,17,2,25 to 34 years,Park,April,2016,email,TRUE,2008,FALSE,5
3389,ADULT,14,10,25 to 34 years,Park,June,2016,email,TRUE,2014,FALSE,1
3390,ADULT,16,14,20 to 24 years,Richmond,July,2016,phone,FALSE,2015,FALSE,1
3391,ADULT,46,0,45 to 54 years,Main Library,July,2015,email,TRUE,2005,FALSE,8
3392,ADULT,10,0,45 to 54 years,Richmond,July,2016,email,TRUE,2015,FALSE,1
3393,ADULT,107,54,45 to 54 years,Eureka Valley/Harvey Milk Memorial,May,2015,email,TRUE,2011,FALSE,8
3394,ADULT,328,5,60 to 64 years,West Portal,October,2014,phone,FALSE,2008,FALSE,10
3395,ADULT,12,16,35 to 44 years,Main Library,December,2013,email,TRUE,2004,FALSE,8
3396,ADULT,13,0,25 to 34 years,Western Addition,June,2014,email,TRUE,2014,FALSE,5
3397,ADULT,1,0,45 to 54 years,Parkside,March,2014,phone,FALSE,2014,FALSE,4
3398,ADULT,13,17,25 to 34 years,Merced,April,2014,email,TRUE,2011,FALSE,9
3399,ADULT,23,10,55 to 59 years,Ingleside,February,2015,email,TRUE,2012,FALSE,10
3400,WELCOME,0,0,20 to 24 years,Mission,None,None,phone,FALSE,2015,TRUE,
3401,ADULT,157,72,35 to 44 years,Mission Bay,May,2014,email,TRUE,2008,FALSE,10
3402,ADULT,62,62,35 to 44 years,Ortega,November,2014,email,TRUE,2012,FALSE,
3403,WELCOME,2,0,45 to 54 years,Main Library,September,2015,email,TRUE,2015,FALSE,5
3404,SENIOR,3,1,65 to 74 years,Bernal Heights,September,2010,email,TRUE,2003,FALSE,9
3405,ADULT,124,52,25 to 34 years,Mission,April,2015,phone,FALSE,2013,FALSE,9
3406,ADULT,160,8,35 to 44 years,Mission,May,2016,email,TRUE,2007,FALSE,9
3407,ADULT,6,0,25 to 34 years,Mission,December,2014,email,TRUE,2011,TRUE,
3408,ADULT,213,92,55 to 59 years,Merced,June,2016,email,TRUE,2003,FALSE,11
3409,ADULT,243,44,45 to 54 years,Eureka Valley/Harvey Milk Memorial,July,2016,email,TRUE,2003,FALSE,8
3410,WELCOME,1,0,55 to 59 years,Mission Bay,November,2013,phone,FALSE,2012,FALSE,
3411,ADULT,0,0,20 to 24 years,Presidio,None,None,email,TRUE,2016,FALSE,
3412,ADULT,97,3,35 to 44 years,Richmond,September,2014,phone,FALSE,2009,FALSE,1
3413,ADULT,42,41,35 to 44 years,Ortega,July,2016,email,TRUE,2007,FALSE,4
3414,ADULT,11,0,55 to 59 years,Main Library,January,2016,email,TRUE,2013,TRUE,
3415,ADULT,1,0,45 to 54 years,Main Library,May,2007,email,TRUE,2007,FALSE,10
3416,ADULT,56,78,25 to 34 years,Parkside,May,2016,email,TRUE,2011,FALSE,4
3417,ADULT,385,267,55 to 59 years,Chinatown,April,2016,email,TRUE,2003,FALSE,4
3418,ADULT,70,13,25 to 34 years,Main Library,July,2016,email,TRUE,2010,FALSE,6
3419,ADULT,64,64,25 to 34 years,Mission Bay,January,2015,email,TRUE,2011,TRUE,
3420,SENIOR,227,187,65 to 74 years,Main Library,June,2014,email,TRUE,2005,TRUE,
3421,ADULT,31,0,35 to 44 years,Glen Park,July,2016,email,TRUE,2015,FALSE,11
3422,ADULT,1,2,25 to 34 years,Noe Valley/Sally Brunn,February,2016,email,TRUE,2015,FALSE,
3423,ADULT,7,6,25 to 34 years,Bernal Heights,December,2015,email,TRUE,2015,TRUE,
3424,ADULT,33,0,25 to 34 years,Main Library,December,2013,email,TRUE,2013,FALSE,6
3425,ADULT,2648,1114,20 to 24 years,Portola,March,2015,email,TRUE,2003,FALSE,9
3426,ADULT,347,6,45 to 54 years,Chinatown,June,2014,print,FALSE,2008,FALSE,3
3427,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2011,FALSE,
3428,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2011,FALSE,
3429,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2011,FALSE,
3430,ADULT,108,161,45 to 54 years,Noe Valley/Sally Brunn,May,2016,email,TRUE,2003,FALSE,1
3431,ADULT,4,0,20 to 24 years,Unknown,October,2013,phone,FALSE,2010,FALSE,
3432,SENIOR,2,0,65 to 74 years,Library on Wheels,August,2014,email,TRUE,2014,FALSE,
3433,ADULT,241,27,20 to 24 years,Visitacion Valley,January,2016,email,TRUE,2003,FALSE,10
3434,ADULT,9,2,35 to 44 years,Bernal Heights,October,2014,print,TRUE,2005,FALSE,11
3435,SENIOR,2,0,65 to 74 years,Main Library,June,2014,email,TRUE,2012,FALSE,
3436,ADULT,4,6,25 to 34 years,Main Library,July,2015,email,TRUE,2015,FALSE,8
3437,ADULT,16,9,45 to 54 years,Mission,December,2013,email,TRUE,2006,FALSE,
3438,ADULT,1,0,25 to 34 years,Sunset,December,2012,email,TRUE,2012,FALSE,4
3439,ADULT,17,0,25 to 34 years,Potrero,December,2015,email,TRUE,2003,FALSE,10
3440,ADULT,9,9,35 to 44 years,Main Library,October,2013,email,TRUE,2004,TRUE,
3441,ADULT,42,3,45 to 54 years,Mission Bay,April,2015,email,TRUE,2011,TRUE,
3442,ADULT,439,256,25 to 34 years,Anza,July,2016,email,TRUE,2003,FALSE,4
3443,SENIOR,384,153,65 to 74 years,Main Library,June,2016,email,TRUE,2003,FALSE,5
3444,ADULT,1,0,25 to 34 years,Merced,February,2015,email,TRUE,2015,TRUE,
3445,SENIOR,2,1,65 to 74 years,Merced,June,2014,phone,FALSE,2014,FALSE,7
3446,ADULT,30,0,35 to 44 years,Main Library,November,2013,email,TRUE,2009,FALSE,6
3447,ADULT,4,0,25 to 34 years,Bayview/Linda Brooks-Burton,November,2013,phone,FALSE,2013,FALSE,10
3448,ADULT,17,21,20 to 24 years,Presidio,July,2016,email,TRUE,2012,FALSE,1
3449,ADULT,34,8,25 to 34 years,Anza,September,2010,email,TRUE,2003,FALSE,1
3450,ADULT,7,0,25 to 34 years,Mission Bay,April,2016,email,TRUE,2016,FALSE,
3451,ADULT,85,34,60 to 64 years,Main Library,July,2016,email,TRUE,2009,FALSE,6
3452,ADULT,108,19,45 to 54 years,Mission,August,2013,phone,FALSE,2007,TRUE,
3453,WELCOME,0,0,25 to 34 years,Park,None,None,phone,FALSE,2014,FALSE,
3454,WELCOME,0,0,35 to 44 years,Main Library,March,2014,print,FALSE,2014,FALSE,
3455,ADULT,16,11,25 to 34 years,Marina,March,2015,email,TRUE,2014,FALSE,11
3456,ADULT,6,8,25 to 34 years,Main Library,August,2013,email,TRUE,2013,FALSE,5
3457,ADULT,1,2,25 to 34 years,Richmond,March,2016,email,TRUE,2016,FALSE,1
3458,ADULT,61,13,60 to 64 years,Presidio,July,2013,email,TRUE,2008,FALSE,2
3459,ADULT,6,0,45 to 54 years,West Portal,August,2015,email,TRUE,2014,FALSE,7
3460,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3461,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3462,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3463,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3464,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3465,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3466,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3467,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3468,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3469,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3470,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3471,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3472,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3473,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3474,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3475,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3476,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3477,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3478,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3479,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3480,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3481,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3482,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3483,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3484,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3485,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3486,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3487,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3488,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3489,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3490,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3491,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3492,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3493,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3494,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3495,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3496,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3497,ADULT,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,5
3498,ADULT,57,45,35 to 44 years,Park,March,2016,email,TRUE,2009,TRUE,
3499,ADULT,81,10,25 to 34 years,Ortega,July,2016,email,TRUE,2010,FALSE,4
3500,ADULT,241,19,35 to 44 years,Mission Bay,July,2016,email,TRUE,2011,FALSE,
3501,ADULT,9,9,35 to 44 years,Excelsior,June,2013,email,TRUE,2006,FALSE,9
3502,ADULT,177,246,25 to 34 years,Main Library,July,2016,email,TRUE,2016,FALSE,6
3503,ADULT,2,0,45 to 54 years,Marina,May,2014,email,TRUE,2013,FALSE,2
3504,ADULT,25,21,55 to 59 years,Main Library,February,2014,email,TRUE,2010,TRUE,
3505,ADULT,144,19,20 to 24 years,Ortega,October,2015,phone,FALSE,2003,FALSE,4
3506,ADULT,71,0,45 to 54 years,Ocean View,December,2014,email,TRUE,2010,FALSE,1
3507,ADULT,7,0,20 to 24 years,Bernal Heights,July,2016,email,TRUE,2016,TRUE,
3508,ADULT,162,59,45 to 54 years,Richmond,December,2014,email,TRUE,2009,FALSE,1
3509,ADULT,29,2,35 to 44 years,Glen Park,December,2015,email,TRUE,2014,FALSE,11
3510,ADULT,24,4,35 to 44 years,Main Library,March,2015,email,TRUE,2013,FALSE,7
3511,ADULT,331,47,20 to 24 years,North Beach,July,2016,email,TRUE,2003,FALSE,3
3512,SENIOR,913,79,65 to 74 years,Excelsior,July,2016,email,TRUE,2003,FALSE,11
3513,ADULT,16,13,25 to 34 years,Mission Bay,August,2014,email,TRUE,2013,TRUE,
3514,ADULT,10,0,25 to 34 years,Main Library,August,2014,email,TRUE,2014,FALSE,6
3515,ADULT,11,0,35 to 44 years,Bernal Heights,August,2013,email,TRUE,2011,FALSE,10
3516,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3517,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3518,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3519,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3520,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3521,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3522,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3523,ADULT,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2013,FALSE,2
3524,ADULT,927,219,25 to 34 years,Main Library,July,2016,email,TRUE,2011,FALSE,
3525,ADULT,7,0,35 to 44 years,Mission Bay,January,2014,email,TRUE,2009,FALSE,6
3526,ADULT,12,2,20 to 24 years,Main Library,December,2013,email,TRUE,2012,FALSE,4
3527,ADULT,4357,136,55 to 59 years,Sunset,July,2016,email,TRUE,2004,FALSE,4
3528,ADULT,2,1,60 to 64 years,Western Addition,November,2014,email,TRUE,2008,FALSE,6
3529,ADULT,103,133,35 to 44 years,North Beach,April,2016,email,TRUE,2011,FALSE,10
3530,ADULT,1,0,35 to 44 years,Western Addition,July,2013,print,FALSE,2013,FALSE,4
3531,ADULT,436,225,35 to 44 years,Sunset,May,2016,email,TRUE,2012,FALSE,7
3532,ADULT,16,1,35 to 44 years,Main Library,December,2015,print,FALSE,2009,TRUE,
3533,ADULT,144,25,35 to 44 years,North Beach,July,2016,email,TRUE,2007,FALSE,3
3534,ADULT,193,200,55 to 59 years,Main Library,March,2015,email,TRUE,2010,FALSE,11
3535,ADULT,2,0,25 to 34 years,Eureka Valley/Harvey Milk Memorial,March,2013,email,TRUE,2012,FALSE,8
3536,ADULT,147,67,45 to 54 years,Mission Bay,January,2016,email,TRUE,2003,TRUE,
3537,ADULT,0,0,55 to 59 years,Mission,None,None,email,TRUE,2008,TRUE,
3538,ADULT,16,3,25 to 34 years,Visitacion Valley,November,2014,email,TRUE,2003,FALSE,10
3539,WELCOME,4,0,20 to 24 years,Main Library,July,2016,email,TRUE,2016,FALSE,7
3540,ADULT,26,8,65 to 74 years,Chinatown,July,2016,phone,FALSE,2003,FALSE,3
3541,ADULT,3,7,35 to 44 years,Anza,November,2013,email,TRUE,2012,TRUE,
3542,ADULT,61,0,25 to 34 years,Chinatown,October,2012,email,TRUE,2003,FALSE,
3543,SENIOR,489,124,65 to 74 years,Eureka Valley/Harvey Milk Memorial,July,2014,phone,TRUE,2003,FALSE,7
3544,ADULT,31,0,60 to 64 years,Main Library,April,2016,email,TRUE,2010,FALSE,
3545,ADULT,117,4,35 to 44 years,Noe Valley/Sally Brunn,July,2016,phone,TRUE,2005,FALSE,
3546,ADULT,14,0,25 to 34 years,Main Library,June,2015,phone,TRUE,2015,FALSE,6
3547,ADULT,23,30,35 to 44 years,Main Library,March,2013,email,TRUE,2009,TRUE,
3548,ADULT,478,37,35 to 44 years,Mission,January,2016,phone,FALSE,2004,FALSE,6
3549,SENIOR,180,200,65 to 74 years,Mission,July,2016,email,TRUE,2003,FALSE,10
3550,ADULT,10,18,35 to 44 years,Main Library,January,2016,email,TRUE,2015,TRUE,
3551,ADULT,99,0,45 to 54 years,Marina,January,2014,email,TRUE,2009,FALSE,2
3552,ADULT,8,1,55 to 59 years,Main Library,March,2015,email,TRUE,2011,TRUE,
3553,ADULT,146,99,35 to 44 years,Bernal Heights,August,2013,email,TRUE,2003,FALSE,9
3554,ADULT,14,2,20 to 24 years,Merced,July,2015,email,TRUE,2003,FALSE,4
3555,ADULT,6,21,45 to 54 years,Sunset,June,2016,email,TRUE,2014,FALSE,4
3556,ADULT,57,63,35 to 44 years,Glen Park,May,2016,email,TRUE,2009,FALSE,7
3557,SENIOR,114,84,65 to 74 years,Sunset,June,2016,phone,TRUE,2003,FALSE,
3558,ADULT,83,24,35 to 44 years,Mission,June,2010,email,TRUE,2004,FALSE,8
3559,ADULT,55,41,55 to 59 years,Mission,October,2015,email,TRUE,2007,FALSE,
3560,ADULT,17,8,60 to 64 years,Main Library,July,2015,email,TRUE,2011,FALSE,
3561,ADULT,3,0,25 to 34 years,Richmond,January,2014,email,TRUE,2013,TRUE,
3562,ADULT,302,359,25 to 34 years,Portola,July,2016,email,TRUE,2003,FALSE,9
3563,ADULT,1782,3203,60 to 64 years,Ortega,December,2015,phone,FALSE,2003,FALSE,4
3564,SPECIAL,52,7,25 to 34 years,Children's Bookmobile,November,2015,phone,FALSE,2015,FALSE,11
3565,ADULT,60,5,45 to 54 years,Eureka Valley/Harvey Milk Memorial,October,2015,email,TRUE,2003,FALSE,8
3566,ADULT,4,8,35 to 44 years,Western Addition,March,2014,email,TRUE,2014,FALSE,2
3567,ADULT,10,0,35 to 44 years,Richmond,July,2015,email,TRUE,2013,FALSE,5
3568,ADULT,8,0,25 to 34 years,Eureka Valley/Harvey Milk Memorial,November,2012,print,FALSE,2012,TRUE,
3569,SENIOR,27,38,65 to 74 years,West Portal,July,2013,print,FALSE,2012,FALSE,7
3570,ADULT,171,13,25 to 34 years,Chinatown,August,2013,email,TRUE,2011,FALSE,8
3571,ADULT,175,195,35 to 44 years,Presidio,July,2016,phone,FALSE,2003,FALSE,
3572,ADULT,11,5,35 to 44 years,Sunset,July,2016,email,TRUE,2010,FALSE,4
3573,ADULT,228,0,45 to 54 years,Main Library,March,2016,email,TRUE,2013,FALSE,4
3574,WELCOME,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2016,FALSE,10
3575,ADULT,20,35,25 to 34 years,Main Library,March,2016,email,TRUE,2012,FALSE,9
3576,ADULT,44,3,55 to 59 years,West Portal,July,2016,email,TRUE,2004,FALSE,4
3577,ADULT,793,170,20 to 24 years,Main Library,October,2012,email,TRUE,2003,FALSE,5
3578,ADULT,2,0,35 to 44 years,Bernal Heights,July,2014,email,TRUE,2013,FALSE,
3579,WELCOME,1,0,25 to 34 years,Main Library,October,2013,email,TRUE,2013,FALSE,6
3580,WELCOME,1,0,25 to 34 years,Main Library,October,2013,email,TRUE,2013,FALSE,6
3581,ADULT,24,0,35 to 44 years,Main Library,March,2013,email,TRUE,2012,FALSE,4
3582,ADULT,2,0,25 to 34 years,Ingleside,October,2014,email,TRUE,2014,FALSE,11
3583,ADULT,2,0,25 to 34 years,Ingleside,October,2014,email,TRUE,2014,FALSE,11
3584,ADULT,16,18,20 to 24 years,Excelsior,April,2014,email,TRUE,2008,FALSE,11
3585,SENIOR,1,0,65 to 74 years,Main Library,October,2012,email,TRUE,2012,FALSE,
3586,ADULT,30,77,25 to 34 years,Main Library,April,2016,phone,FALSE,2013,FALSE,1
3587,ADULT,2937,1474,25 to 34 years,Main Library,July,2016,phone,TRUE,2010,FALSE,11
3588,ADULT,43,1,25 to 34 years,Main Library,October,2015,phone,FALSE,2008,FALSE,11
3589,ADULT,64,4,35 to 44 years,Merced,July,2016,email,TRUE,2014,FALSE,
3590,SENIOR,0,0,65 to 74 years,Western Addition,None,None,email,TRUE,2010,TRUE,
3591,SENIOR,0,0,65 to 74 years,Western Addition,None,None,email,TRUE,2010,TRUE,
3592,ADULT,4,0,35 to 44 years,Merced,June,2016,phone,TRUE,2016,FALSE,10
3593,ADULT,1,0,20 to 24 years,Portola,September,2013,email,TRUE,2013,FALSE,10
3594,ADULT,282,217,25 to 34 years,Merced,August,2014,email,TRUE,2003,TRUE,
3595,ADULT,4,3,25 to 34 years,Main Library,May,2013,email,TRUE,2013,FALSE,8
3596,ADULT,280,296,25 to 34 years,Mission,November,2015,email,TRUE,2013,FALSE,8
3597,SENIOR,288,69,65 to 74 years,Park,July,2016,phone,FALSE,2003,FALSE,5
3598,ADULT,26,0,55 to 59 years,Sunset,August,2013,email,TRUE,2009,TRUE,
3599,ADULT,8,0,25 to 34 years,Sunset,April,2016,email,TRUE,2009,FALSE,4
3600,ADULT,40,32,25 to 34 years,Main Library,April,2016,email,TRUE,2009,TRUE,
3601,ADULT,10,2,35 to 44 years,Richmond,January,2016,email,TRUE,2011,FALSE,1
3602,ADULT,163,172,25 to 34 years,Mission,November,2014,email,TRUE,2003,FALSE,9
3603,ADULT,1,0,25 to 34 years,Richmond,January,2013,email,TRUE,2013,FALSE,1
3604,ADULT,56,74,35 to 44 years,Richmond,July,2016,email,TRUE,2013,FALSE,5
3605,ADULT,3,1,25 to 34 years,Main Library,July,2015,email,TRUE,2015,TRUE,
3606,ADULT,1,0,45 to 54 years,Marina,January,2009,email,TRUE,2009,FALSE,3
3607,ADULT,170,170,25 to 34 years,Ortega,April,2015,email,TRUE,2003,FALSE,4
3608,ADULT,300,349,45 to 54 years,Mission,May,2016,email,TRUE,2003,FALSE,9
3609,ADULT,602,430,45 to 54 years,Mission,May,2016,email,TRUE,2008,FALSE,
3610,ADULT,42,45,45 to 54 years,Marina,November,2014,email,TRUE,2003,FALSE,2
3611,ADULT,44,1,45 to 54 years,Eureka Valley/Harvey Milk Memorial,July,2016,email,TRUE,2013,FALSE,8
3612,ADULT,8,0,35 to 44 years,Ortega,October,2013,email,TRUE,2013,FALSE,4
3613,ADULT,152,0,55 to 59 years,Main Library,July,2015,phone,FALSE,2011,FALSE,6
3614,ADULT,85,33,35 to 44 years,Glen Park,June,2016,email,TRUE,2009,FALSE,8
3615,WELCOME,1,0,45 to 54 years,Main Library,December,2015,email,TRUE,2015,TRUE,
3616,WELCOME,1,0,45 to 54 years,Main Library,December,2015,email,TRUE,2015,TRUE,
3617,ADULT,66,114,25 to 34 years,Main Library,December,2013,email,TRUE,2008,FALSE,7
3618,ADULT,63,22,60 to 64 years,Ortega,May,2015,email,TRUE,2003,FALSE,4
3619,ADULT,1290,1692,45 to 54 years,Main Library,October,2015,email,TRUE,2003,TRUE,
3620,SENIOR,150,18,65 to 74 years,Main Library,May,2013,email,TRUE,2005,TRUE,
3621,ADULT,310,90,35 to 44 years,Mission,July,2016,email,TRUE,2004,FALSE,9
3622,ADULT,19,43,25 to 34 years,Richmond,February,2016,email,TRUE,2012,FALSE,1
3623,ADULT,18,4,35 to 44 years,Main Library,May,2016,phone,TRUE,2003,FALSE,10
3624,ADULT,484,19,45 to 54 years,Chinatown,June,2015,print,FALSE,2003,FALSE,11
3625,ADULT,108,108,25 to 34 years,Sunset,July,2016,email,TRUE,2008,FALSE,
3626,SENIOR,93,1,65 to 74 years,Marina,March,2015,print,FALSE,2013,FALSE,
3627,ADULT,54,82,25 to 34 years,Park,July,2016,email,TRUE,2015,FALSE,5
3628,SENIOR,1592,194,65 to 74 years,Richmond,February,2016,email,TRUE,2003,FALSE,1
3629,ADULT,9,14,25 to 34 years,Mission,June,2016,email,TRUE,2015,FALSE,10
3630,ADULT,1,0,35 to 44 years,Anza,February,2015,phone,FALSE,2015,TRUE,
3631,ADULT,78,52,25 to 34 years,Western Addition,July,2016,email,TRUE,2008,FALSE,5
3632,ADULT,109,113,25 to 34 years,Excelsior,March,2013,email,TRUE,2011,FALSE,11
3633,ADULT,393,122,35 to 44 years,Ortega,September,2013,email,TRUE,2003,TRUE,
3634,SENIOR,91,13,65 to 74 years,Bayview/Linda Brooks-Burton,July,2016,email,TRUE,2003,FALSE,10
3635,ADULT,410,104,45 to 54 years,Excelsior,May,2016,email,TRUE,2003,FALSE,11
3636,ADULT,6,1,45 to 54 years,Mission Bay,May,2015,email,TRUE,2006,FALSE,6
3637,ADULT,0,0,55 to 59 years,North Beach,None,None,phone,FALSE,2014,FALSE,3
3638,ADULT,3,0,25 to 34 years,Main Library,August,2015,email,TRUE,2013,FALSE,2
3639,ADULT,832,31,60 to 64 years,Mission,July,2015,print,FALSE,2003,FALSE,6
3640,ADULT,11,8,25 to 34 years,Main Library,January,2016,print,TRUE,2013,FALSE,3
3641,ADULT,0,0,60 to 64 years,Visitacion Valley,September,2010,email,TRUE,2009,TRUE,
3642,WELCOME,0,0,55 to 59 years,Merced,None,None,phone,FALSE,2016,TRUE,
3643,SENIOR,787,265,65 to 74 years,Main Library,July,2016,email,TRUE,2006,FALSE,3
3644,ADULT,34,0,35 to 44 years,Bernal Heights,April,2015,email,TRUE,2010,FALSE,10
3645,ADULT,0,0,20 to 24 years,Mission,None,None,email,TRUE,2016,FALSE,1
3646,ADULT,3,0,25 to 34 years,Mission,May,2016,email,TRUE,2016,FALSE,5
3647,SENIOR,1206,78,65 to 74 years,Main Library,March,2015,email,TRUE,2006,FALSE,
